babel_user,babel_lang,babel_level
25710,gl,1
26931,gl,1
35262,gl,1
35699,gl,1
41165,gl,1
41817,gl,1
42213,gl,1
46619,gl,1
46892,gl,1
46924,gl,1
54506,gl,1
66082,gl,1
66623,gl,1
73981,gl,1
77982,gl,1
93236,gl,1
101970,gl,1
110945,gl,1
137333,gl,1
155880,gl,1
157755,gl,1
169028,gl,1
170061,gl,1
175370,gl,1
183067,gl,1
214872,gl,1
226745,gl,1
236942,gl,1
239830,gl,1
241911,gl,1
250455,gl,1
266189,gl,1
280258,gl,1
289391,gl,1
289918,gl,1
300086,gl,1
319999,gl,1
363065,gl,1
411493,gl,1
429527,gl,1
432167,gl,1
433975,gl,1
439246,gl,1
464184,gl,1
478891,gl,1
483793,gl,1
522126,gl,1
562218,gl,1
582913,gl,1
583723,gl,1
587855,gl,1
591148,gl,1
618988,gl,1
619910,gl,1
622035,gl,1
668682,gl,1
686595,gl,1
686939,gl,1
714106,gl,1
742974,gl,1
743539,gl,1
748568,gl,1
751689,gl,1
773607,gl,1
777246,gl,1
826269,gl,1
850169,gl,1
919355,gl,1
998086,gl,1
1015325,gl,1
1019724,gl,1
1027737,gl,1
1033880,gl,1
1054060,gl,1
1093849,gl,1
1114636,gl,1
1139891,gl,1
1180305,gl,1
1204664,gl,1
1228330,gl,1
1255686,gl,1
1294363,gl,1
1403053,gl,1
1525162,gl,1
1547418,gl,1
1603934,gl,1
1649712,gl,1
1739319,gl,1
1771052,gl,1
1785809,gl,1
1929252,gl,1
2193190,gl,1
2201511,gl,1
2441368,gl,1
2493076,gl,1
2565782,gl,1
2755587,gl,1
3025292,gl,1
3400786,gl,1
3537517,gl,1
3787897,gl,1
3976368,gl,1
4061577,gl,1
4826448,gl,1
4924886,gl,1
5021762,gl,1
5244108,gl,1
5285971,gl,1
5743132,gl,1
5922695,gl,1
6019305,gl,1
6172318,gl,1
18169,gl,2
24675,gl,2
27496,gl,2
36569,gl,2
39351,gl,2
41134,gl,2
46438,gl,2
47458,gl,2
51694,gl,2
51787,gl,2
60082,gl,2
63078,gl,2
73341,gl,2
82245,gl,2
83482,gl,2
102876,gl,2
118143,gl,2
174364,gl,2
176198,gl,2
221467,gl,2
240222,gl,2
250446,gl,2
288299,gl,2
302875,gl,2
313398,gl,2
328978,gl,2
364651,gl,2
404882,gl,2
473951,gl,2
493207,gl,2
494005,gl,2
531573,gl,2
590129,gl,2
604946,gl,2
647542,gl,2
651157,gl,2
658234,gl,2
664530,gl,2
678450,gl,2
679846,gl,2
705230,gl,2
714244,gl,2
758399,gl,2
762321,gl,2
809557,gl,2
1011303,gl,2
1035231,gl,2
1044982,gl,2
1113560,gl,2
1203381,gl,2
1289637,gl,2
1336031,gl,2
1361710,gl,2
1465423,gl,2
1652052,gl,2
1873897,gl,2
2340037,gl,2
2386217,gl,2
2624853,gl,2
2702723,gl,2
2919909,gl,2
3056164,gl,2
3539874,gl,2
3947340,gl,2
4022840,gl,2
4293306,gl,2
4404933,gl,2
4480550,gl,2
5033440,gl,2
5424070,gl,2
5625893,gl,2
5731524,gl,2
6032490,gl,2
6190508,gl,2
6203131,gl,2
50547,gl,3
51000,gl,3
55031,gl,3
86832,gl,3
102096,gl,3
137488,gl,3
158868,gl,3
164274,gl,3
182072,gl,3
209746,gl,3
272582,gl,3
285629,gl,3
292815,gl,3
298503,gl,3
336388,gl,3
380345,gl,3
453969,gl,3
479512,gl,3
509524,gl,3
596560,gl,3
601887,gl,3
605117,gl,3
615882,gl,3
707946,gl,3
726752,gl,3
747495,gl,3
797783,gl,3
810776,gl,3
872908,gl,3
880080,gl,3
923822,gl,3
955766,gl,3
990140,gl,3
1091622,gl,3
1253392,gl,3
1289215,gl,3
1419743,gl,3
1466364,gl,3
1692899,gl,3
1720375,gl,3
1889941,gl,3
2015203,gl,3
2946492,gl,3
3278726,gl,3
3544204,gl,3
3584493,gl,3
4278447,gl,3
4334954,gl,3
14538,gl,4
32469,gl,4
62487,gl,4
81148,gl,4
82348,gl,4
89403,gl,4
113471,gl,4
126031,gl,4
195742,gl,4
210438,gl,4
302436,gl,4
326341,gl,4
335050,gl,4
389958,gl,4
418437,gl,4
445504,gl,4
453846,gl,4
495285,gl,4
501037,gl,4
592512,gl,4
612850,gl,4
693351,gl,4
764214,gl,4
767920,gl,4
921439,gl,4
989000,gl,4
1121440,gl,4
1148961,gl,4
1222109,gl,4
1227428,gl,4
1254404,gl,4
1358154,gl,4
1396158,gl,4
1589012,gl,4
1733090,gl,4
1763142,gl,4
1945915,gl,4
2722146,gl,4
3521887,gl,4
5343706,gl,4
6079299,gl,4
3825839,gl,5
5626118,gl,5
5865698,gl,5
311,gl,N
9054,gl,N
10951,gl,N
14186,gl,N
15804,gl,N
23313,gl,N
28345,gl,N
29264,gl,N
35959,gl,N
37182,gl,N
44756,gl,N
46416,gl,N
48776,gl,N
50346,gl,N
53445,gl,N
56206,gl,N
61056,gl,N
65474,gl,N
66229,gl,N
66489,gl,N
68915,gl,N
77989,gl,N
80882,gl,N
82054,gl,N
82277,gl,N
83536,gl,N
90299,gl,N
90505,gl,N
91814,gl,N
93253,gl,N
97780,gl,N
106394,gl,N
117130,gl,N
120062,gl,N
137183,gl,N
145309,gl,N
148144,gl,N
150420,gl,N
159234,gl,N
181094,gl,N
188089,gl,N
196322,gl,N
215015,gl,N
218488,gl,N
218524,gl,N
221422,gl,N
230272,gl,N
233962,gl,N
251302,gl,N
274213,gl,N
276821,gl,N
278148,gl,N
282547,gl,N
288557,gl,N
295434,gl,N
301220,gl,N
302163,gl,N
304446,gl,N
310639,gl,N
329916,gl,N
340508,gl,N
358888,gl,N
362629,gl,N
378073,gl,N
385458,gl,N
386156,gl,N
391834,gl,N
424926,gl,N
432516,gl,N
446727,gl,N
446912,gl,N
458071,gl,N
464802,gl,N
470995,gl,N
471855,gl,N
483972,gl,N
522242,gl,N
542798,gl,N
565870,gl,N
612866,gl,N
625336,gl,N
736782,gl,N
768383,gl,N
773240,gl,N
814385,gl,N
824829,gl,N
832818,gl,N
837521,gl,N
854050,gl,N
905245,gl,N
919091,gl,N
927001,gl,N
929364,gl,N
939721,gl,N
951660,gl,N
952949,gl,N
978760,gl,N
1036063,gl,N
1042609,gl,N
1053913,gl,N
1061127,gl,N
1065955,gl,N
1110832,gl,N
1132599,gl,N
1132849,gl,N
1185008,gl,N
1254171,gl,N
1271059,gl,N
1283024,gl,N
1286097,gl,N
1296574,gl,N
1305530,gl,N
1319383,gl,N
1345054,gl,N
1352600,gl,N
1375529,gl,N
1383313,gl,N
1449648,gl,N
1473087,gl,N
1495283,gl,N
1520078,gl,N
1613251,gl,N
1674364,gl,N
1674643,gl,N
1703164,gl,N
1716570,gl,N
1728414,gl,N
1728667,gl,N
1810218,gl,N
1813631,gl,N
1852158,gl,N
1865606,gl,N
2035331,gl,N
2090246,gl,N
2146509,gl,N
2180921,gl,N
2237590,gl,N
2426511,gl,N
2545629,gl,N
2546492,gl,N
2713684,gl,N
2861232,gl,N
2900871,gl,N
3155991,gl,N
3184849,gl,N
3191830,gl,N
3243214,gl,N
3264000,gl,N
3419083,gl,N
3430457,gl,N
3524808,gl,N
3717349,gl,N
3718005,gl,N
3870863,gl,N
3875419,gl,N
4006061,gl,N
4050221,gl,N
4228790,gl,N
4294906,gl,N
4387906,gl,N
4432388,gl,N
4434763,gl,N
4460325,gl,N
4465372,gl,N
4596728,gl,N
4617164,gl,N
4623464,gl,N
4639435,gl,N
4673052,gl,N
4682283,gl,N
4683899,gl,N
4822037,gl,N
4825106,gl,N
4867305,gl,N
4979654,gl,N
5286087,gl,N
5447830,gl,N
5529347,gl,N
5571963,gl,N
5609306,gl,N
5780448,gl,N
5862986,gl,N
5863543,gl,N
5941114,gl,N
6198869,gl,N
6279522,gl,N
6300253,gl,N
2971074,gn,0
5928200,gn,0
413014,gn,1
468182,gn,1
594245,gn,1
765604,gn,1
766112,gn,1
771782,gn,1
787482,gn,1
911252,gn,1
1128367,gn,1
1291938,gn,1
1421381,gn,1
1722906,gn,1
54999,gn,2
275604,gn,2
413431,gn,2
437548,gn,2
559983,gn,2
686193,gn,2
789438,gn,2
803810,gn,2
1162339,gn,2
1168297,gn,2
1337465,gn,2
1348310,gn,2
1473243,gn,2
1576755,gn,2
1669691,gn,2
1671194,gn,2
1915165,gn,2
1951483,gn,2
1961712,gn,2
1964446,gn,2
2543530,gn,2
4661542,gn,2
5104125,gn,2
6130281,gn,2
221268,gn,3
1060130,gn,3
1390697,gn,3
2601998,gn,3
4782522,gn,3
1151307,gn,5
360008,gn,N
498639,gn,N
863574,gn,N
1770568,gn,N
5091843,gn,N
5999483,gom-Latn,N
5928200,gor,0
2386217,got,0
4480550,got,0
5928200,got,0
1098729,grc,0
2444641,grc,0
17636,grc,1
18090,grc,1
36569,grc,1
41517,grc,1
52412,grc,1
59670,grc,1
61223,grc,1
68824,grc,1
90005,grc,1
90823,grc,1
100893,grc,1
110945,grc,1
149314,grc,1
171954,grc,1
173260,grc,1
189778,grc,1
217306,grc,1
264090,grc,1
280760,grc,1
453846,grc,1
481112,grc,1
513659,grc,1
515190,grc,1
579688,grc,1
582913,grc,1
589466,grc,1
768850,grc,1
809557,grc,1
841950,grc,1
923822,grc,1
930649,grc,1
1078010,grc,1
1252084,grc,1
1276943,grc,1
1371126,grc,1
1373440,grc,1
1377318,grc,1
1520078,grc,1
1897002,grc,1
1904408,grc,1
2222557,grc,1
2987055,grc,1
3356768,grc,1
4785574,grc,1
85329,grc,2
88563,grc,2
98739,grc,2
102876,grc,2
104519,grc,2
315910,grc,2
431506,grc,2
640227,grc,2
740848,grc,2
883168,grc,2
1283024,grc,2
1438877,grc,2
1767189,grc,2
2525703,grc,2
2917580,grc,2
2929690,grc,2
3295415,grc,2
4473406,grc,2
79207,grc,3
338353,grc,3
534838,grc,3
777246,grc,3
996186,grc,3
1251906,grc,3
189459,grc,4
1098729,gsw,0
5928200,gsw,0
969405,gsw,1
4277257,gsw,1
5488831,gsw,1
34231,gsw,2
1108771,gsw,2
4339332,gsw,2
4309551,gsw,3
288557,gsw,4
48285,gsw,N
965343,gsw,N
3073125,gsw,N
6318249,gsw,N
188693,guc,3
2351326,guc,N
5096586,guc,N
5928200,gv,0
3783035,gym,N
5928200,hak,0
5928200,haw,0
1286925,haw,2
2514947,hch,1
36569,he,0
1337465,he,0
1454488,he,0
2026962,he,0
2443147,he,0
2493076,he,0
2952184,he,0
4075698,he,0
4113280,he,0
5036533,he,0
5956143,he,0
46416,he,1
96456,he,1
99226,he,1
127338,he,1
174038,he,1
178730,he,1
257049,he,1
381549,he,1
570981,he,1
596865,he,1
714106,he,1
769657,he,1
930649,he,1
1137339,he,1
1431011,he,1
1447952,he,1
1461663,he,1
1464431,he,1
1635637,he,1
1686197,he,1
1691809,he,1
1809578,he,1
2217266,he,1
2257672,he,1
2555748,he,1
2853999,he,1
3585235,he,1
3782795,he,1
4264616,he,1
4494742,he,1
5384293,he,1
5752774,he,1
967,he,2
96985,he,2
153211,he,2
159916,he,2
172162,he,2
226988,he,2
289986,he,2
374021,he,2
440902,he,2
658211,he,2
1357046,he,2
1767189,he,2
2738174,he,2
4868368,he,2
5607027,he,2
50835,he,3
79207,he,3
185354,he,3
188693,he,3
230386,he,3
358895,he,3
489877,he,3
617910,he,3
661810,he,3
672328,he,3
712445,he,3
1095448,he,3
1122773,he,3
1125215,he,3
1964446,he,3
3808355,he,3
5928200,he,3
6004,he,4
81162,he,4
154890,he,4
821504,he,4
5130327,he,4
56149,he,N
152002,he,N
371856,he,N
556937,he,N
770529,he,N
863920,he,N
913811,he,N
1230288,he,N
1882396,he,N
2366774,he,N
3756713,he,N
4069245,he,N
5290057,he,N
2493076,hi,0
5031890,hi,0
5752774,hi,0
78914,hi,1
90823,hi,1
119376,hi,1
195710,hi,1
769482,hi,1
769657,hi,1
1095448,hi,1
1391849,hi,1
3003443,hi,1
5951290,hi,1
2651529,hi,2
2979601,hi,2
5999483,hi,2
1706275,hi,4
5928200,hi,4
3228813,hi,N
2493076,hr,0
5928200,hr,0
157401,hr,1
240820,hr,1
459259,hr,1
487802,hr,1
570981,hr,1
745056,hr,1
998086,hr,1
1249601,hr,1
1419743,hr,1
1481129,hr,1
1693474,hr,1
2210863,hr,1
2718049,hr,1
3769878,hr,1
4583915,hr,1
4692420,hr,1
142214,hr,2
142220,hr,2
281414,hr,2
1137339,hr,2
2249915,hr,2
1353325,hr,3
1536717,hr,3
3276151,hr,3
4403624,hr,3
4932556,hr,3
4968524,hr,3
5504579,hr,3
882704,hr,4
1240622,hr,4
1527529,hr,4
2348386,hr,4
5919219,hr,4
5555136,hr,5
256578,hr,N
460480,hr,N
748427,hr,N
944080,hr,N
975124,hr,N
1693492,hr,N
2436849,hr,N
5928200,hsb,0
1481129,hsb,1
5865698,hsb,1
5878747,hsb,1
5928200,ht,0
220472,ht,1
1325539,ht,1
1337465,ht,1
4494742,ht,1
37573,hu,0
884448,hu,0
2493076,hu,0
3891421,hu,0
4075698,hu,0
5214886,hu,0
6203131,hu,0
24333,hu,1
46457,hu,1
247340,hu,1
356301,hu,1
531573,hu,1
567015,hu,1
874168,hu,1
1337465,hu,1
1405888,hu,1
3871729,hu,1
4715417,hu,1
4909634,hu,1
79904,hu,2
298528,hu,2
741567,hu,2
1356965,hu,2
4544933,hu,2
5928200,hu,2
678018,hu,3
750158,hu,3
1579608,hu,3
3276151,hu,3
3269946,hu,5
474996,hu,N
735736,hu,N
769657,hu,N
1125362,hu,N
1143437,hu,N
1196692,hu,N
1469364,hu,N
1737584,hu,N
2790495,hu,N
3718983,hu,N
3831064,hu,N
221672,hy,0
5928200,hy,0
102876,hy,1
1524256,hy,1
5390463,hy,1
361598,hy,N
390407,hy,N
1643084,hy,N
3525040,hy,N
87260,ia,0
1337465,ia,0
5706638,ia,0
5928200,ia,0
110945,ia,1
207675,ia,1
236942,ia,1
443260,ia,1
453846,ia,1
840344,ia,1
1027737,ia,1
1343840,ia,1
1560075,ia,1
1603934,ia,1
2139382,ia,1
220520,ia,2
505487,ia,2
1280650,ia,2
1420696,ia,2
1870696,ia,2
5890352,ia,2
384131,ia,3
1106572,ia,3
1286925,ia,3
4997919,ia,3
2493076,id,0
90823,id,1
306974,id,1
1053172,id,1
1196692,id,1
2173270,id,1
2296793,id,1
3770904,id,1
5532495,id,1
5873480,id,1
445504,id,2
280705,id,3
478683,id,N
720777,id,N
769366,id,N
834597,id,N
1137339,id,N
1605059,id,N
1734856,id,N
3155561,id,N
4130255,id,N
4715583,id,N
5928200,id,N
5928200,ie,0
443260,ie,1
5890352,ie,2
125618,ie,3
5928200,ig,0
5928200,ii,0
5928200,ike-Cans,0
5928200,ike-Latn,0
4715583,ilo,1
1326279,io,0
5928200,io,0
57564,io,1
220520,io,1
236942,io,1
742839,io,1
759658,io,1
1027737,io,1
2642186,io,1
4082650,io,1
4494742,io,1
594832,io,2
125618,io,3
236100,io,3
4075698,is,0
19241,is,1
47393,is,1
516577,is,1
1352600,is,1
3929098,is,1
4335968,is,1
5457924,is,1
5928200,is,1
6266242,is,1
832173,is,2
2132444,is,2
1978174,is,3
1656519,is,N
2301070,ise,N
40116,it,0
72449,it,0
83149,it,0
514699,it,0
596588,it,0
695210,it,0
738338,it,0
739010,it,0
785440,it,0
785518,it,0
825214,it,0
941464,it,0
1032579,it,0
1043654,it,0
1194146,it,0
1298143,it,0
1326279,it,0
1487603,it,0
1555967,it,0
1580194,it,0
1583202,it,0
1686669,it,0
1785977,it,0
1858406,it,0
1859955,it,0
1930520,it,0
2002090,it,0
2144399,it,0
2244954,it,0
2417987,it,0
2971074,it,0
3391091,it,0
3518927,it,0
3607348,it,0
3715140,it,0
3721129,it,0
4059133,it,0
4254025,it,0
4494742,it,0
4821030,it,0
4926804,it,0
5404422,it,0
5762476,it,0
5873480,it,0
5927040,it,0
30,it,1
311,it,1
961,it,1
5601,it,1
13033,it,1
13164,it,1
14186,it,1
16026,it,1
16685,it,1
16795,it,1
16907,it,1
17158,it,1
18079,it,1
18169,it,1
18454,it,1
18511,it,1
18521,it,1
19317,it,1
19725,it,1
19806,it,1
19970,it,1
20247,it,1
21495,it,1
22105,it,1
23447,it,1
23590,it,1
25221,it,1
25464,it,1
26808,it,1
29220,it,1
30225,it,1
30229,it,1
30551,it,1
30623,it,1
30727,it,1
31284,it,1
31996,it,1
33829,it,1
34581,it,1
34600,it,1
35214,it,1
35228,it,1
36593,it,1
36997,it,1
37689,it,1
38558,it,1
38722,it,1
39680,it,1
41165,it,1
42033,it,1
43726,it,1
44197,it,1
44979,it,1
45696,it,1
46747,it,1
47157,it,1
48765,it,1
49738,it,1
50906,it,1
51281,it,1
53069,it,1
54512,it,1
55468,it,1
55891,it,1
56149,it,1
56456,it,1
57694,it,1
58729,it,1
59886,it,1
59929,it,1
61203,it,1
61223,it,1
61728,it,1
62354,it,1
63236,it,1
63769,it,1
64904,it,1
65474,it,1
66623,it,1
67519,it,1
68286,it,1
68299,it,1
69214,it,1
69658,it,1
69710,it,1
69736,it,1
70508,it,1
70613,it,1
71516,it,1
74205,it,1
77361,it,1
78453,it,1
81154,it,1
82271,it,1
82348,it,1
83244,it,1
84572,it,1
84601,it,1
84803,it,1
84903,it,1
86184,it,1
86229,it,1
88417,it,1
88820,it,1
88901,it,1
90299,it,1
91814,it,1
93236,it,1
93253,it,1
93656,it,1
95038,it,1
96231,it,1
97454,it,1
99226,it,1
100131,it,1
102096,it,1
102876,it,1
103022,it,1
103170,it,1
104519,it,1
104694,it,1
107007,it,1
107610,it,1
109539,it,1
110787,it,1
110945,it,1
112751,it,1
115289,it,1
116681,it,1
122271,it,1
124431,it,1
125309,it,1
125442,it,1
126491,it,1
127692,it,1
129751,it,1
130787,it,1
131221,it,1
139067,it,1
141656,it,1
143264,it,1
145219,it,1
150414,it,1
151486,it,1
152455,it,1
154223,it,1
156976,it,1
157401,it,1
157755,it,1
159401,it,1
159854,it,1
161188,it,1
162840,it,1
167473,it,1
167613,it,1
170189,it,1
170677,it,1
171107,it,1
174364,it,1
177454,it,1
178254,it,1
179264,it,1
179612,it,1
180373,it,1
182751,it,1
183237,it,1
186814,it,1
187266,it,1
187455,it,1
187531,it,1
189769,it,1
190008,it,1
193228,it,1
194659,it,1
194728,it,1
195638,it,1
195742,it,1
195873,it,1
197626,it,1
199742,it,1
199759,it,1
204041,it,1
204261,it,1
208345,it,1
211742,it,1
212608,it,1
212706,it,1
213355,it,1
214806,it,1
216013,it,1
216574,it,1
218524,it,1
218586,it,1
219799,it,1
223701,it,1
224008,it,1
226745,it,1
230386,it,1
230532,it,1
231332,it,1
235513,it,1
236942,it,1
237331,it,1
238118,it,1
238849,it,1
239594,it,1
239830,it,1
241149,it,1
241334,it,1
245269,it,1
246635,it,1
247340,it,1
250446,it,1
251081,it,1
251302,it,1
253088,it,1
256137,it,1
263567,it,1
269164,it,1
269969,it,1
270076,it,1
278496,it,1
279064,it,1
284110,it,1
285651,it,1
285705,it,1
289403,it,1
290281,it,1
290732,it,1
292045,it,1
292146,it,1
292218,it,1
295232,it,1
295613,it,1
295648,it,1
296533,it,1
296683,it,1
301220,it,1
301503,it,1
302163,it,1
302248,it,1
304422,it,1
304832,it,1
305936,it,1
306364,it,1
307176,it,1
307427,it,1
309189,it,1
309731,it,1
310218,it,1
315011,it,1
319516,it,1
319834,it,1
323891,it,1
326341,it,1
328298,it,1
333963,it,1
341120,it,1
342882,it,1
351822,it,1
354337,it,1
357022,it,1
360008,it,1
360745,it,1
362953,it,1
374592,it,1
376846,it,1
378073,it,1
378870,it,1
380245,it,1
384131,it,1
386087,it,1
387752,it,1
388332,it,1
388736,it,1
390504,it,1
390791,it,1
392168,it,1
397425,it,1
403470,it,1
409940,it,1
413100,it,1
413602,it,1
415992,it,1
419590,it,1
424926,it,1
426300,it,1
426421,it,1
426434,it,1
433975,it,1
434339,it,1
438783,it,1
439246,it,1
443260,it,1
443417,it,1
444898,it,1
445581,it,1
445882,it,1
446056,it,1
447328,it,1
447655,it,1
450224,it,1
459239,it,1
463367,it,1
464178,it,1
469124,it,1
473234,it,1
478696,it,1
479691,it,1
481258,it,1
485690,it,1
492157,it,1
499718,it,1
505487,it,1
508316,it,1
515190,it,1
515814,it,1
516550,it,1
520511,it,1
521139,it,1
522126,it,1
522428,it,1
532202,it,1
534024,it,1
535764,it,1
535921,it,1
536519,it,1
536523,it,1
538135,it,1
544136,it,1
549302,it,1
549391,it,1
561576,it,1
561881,it,1
566117,it,1
567369,it,1
570981,it,1
571599,it,1
572306,it,1
572362,it,1
583852,it,1
584872,it,1
586932,it,1
587855,it,1
588208,it,1
588660,it,1
589084,it,1
589692,it,1
590906,it,1
591755,it,1
592852,it,1
594164,it,1
594871,it,1
594899,it,1
596812,it,1
599532,it,1
600428,it,1
600681,it,1
601526,it,1
601887,it,1
604944,it,1
606404,it,1
611799,it,1
612041,it,1
612850,it,1
617910,it,1
619926,it,1
620939,it,1
623282,it,1
624950,it,1
625336,it,1
629276,it,1
632314,it,1
634352,it,1
634935,it,1
635458,it,1
636334,it,1
637001,it,1
641315,it,1
643506,it,1
652758,it,1
653398,it,1
653405,it,1
654458,it,1
655293,it,1
658211,it,1
661276,it,1
665782,it,1
666803,it,1
674688,it,1
681436,it,1
681591,it,1
685691,it,1
686939,it,1
690502,it,1
702793,it,1
707946,it,1
710378,it,1
710399,it,1
711326,it,1
716855,it,1
722196,it,1
722827,it,1
724719,it,1
726369,it,1
727343,it,1
736255,it,1
742462,it,1
742682,it,1
743088,it,1
748849,it,1
748916,it,1
750788,it,1
751689,it,1
753529,it,1
760709,it,1
761997,it,1
765634,it,1
769482,it,1
769657,it,1
772615,it,1
786168,it,1
788254,it,1
789754,it,1
794246,it,1
799851,it,1
804695,it,1
807344,it,1
807417,it,1
808804,it,1
809557,it,1
820359,it,1
824829,it,1
826269,it,1
826419,it,1
832026,it,1
832848,it,1
841950,it,1
843834,it,1
845744,it,1
845778,it,1
846188,it,1
848819,it,1
849132,it,1
850169,it,1
851959,it,1
857141,it,1
861648,it,1
863353,it,1
864599,it,1
883796,it,1
886023,it,1
886457,it,1
899158,it,1
905906,it,1
909124,it,1
919091,it,1
922928,it,1
923062,it,1
926796,it,1
927619,it,1
932777,it,1
934755,it,1
942248,it,1
950542,it,1
952718,it,1
967087,it,1
969405,it,1
975124,it,1
983863,it,1
989000,it,1
990173,it,1
1016347,it,1
1021240,it,1
1025077,it,1
1035468,it,1
1035599,it,1
1045488,it,1
1058316,it,1
1062919,it,1
1098707,it,1
1105129,it,1
1114027,it,1
1131313,it,1
1136560,it,1
1147415,it,1
1148961,it,1
1154021,it,1
1164015,it,1
1173369,it,1
1186162,it,1
1186644,it,1
1187186,it,1
1194113,it,1
1194597,it,1
1195272,it,1
1199056,it,1
1203381,it,1
1204664,it,1
1208004,it,1
1211395,it,1
1218507,it,1
1222031,it,1
1223175,it,1
1224332,it,1
1225572,it,1
1230288,it,1
1231382,it,1
1235251,it,1
1246470,it,1
1248346,it,1
1254404,it,1
1271737,it,1
1272924,it,1
1274463,it,1
1276943,it,1
1286097,it,1
1296137,it,1
1301508,it,1
1302877,it,1
1305530,it,1
1315939,it,1
1319155,it,1
1319376,it,1
1328574,it,1
1336031,it,1
1341592,it,1
1342478,it,1
1349264,it,1
1350448,it,1
1355267,it,1
1358159,it,1
1358948,it,1
1362481,it,1
1367028,it,1
1373440,it,1
1378336,it,1
1387115,it,1
1398086,it,1
1410061,it,1
1417640,it,1
1429276,it,1
1429382,it,1
1436183,it,1
1439162,it,1
1442525,it,1
1447159,it,1
1449648,it,1
1490921,it,1
1495283,it,1
1495557,it,1
1500501,it,1
1524256,it,1
1525402,it,1
1528742,it,1
1530026,it,1
1534736,it,1
1543433,it,1
1551369,it,1
1576441,it,1
1579996,it,1
1584840,it,1
1590187,it,1
1601069,it,1
1603184,it,1
1606423,it,1
1618594,it,1
1623255,it,1
1623459,it,1
1628276,it,1
1633735,it,1
1648196,it,1
1649712,it,1
1652052,it,1
1654977,it,1
1658620,it,1
1661762,it,1
1670171,it,1
1675759,it,1
1678994,it,1
1695170,it,1
1716855,it,1
1723761,it,1
1724216,it,1
1726351,it,1
1728414,it,1
1728667,it,1
1733090,it,1
1739319,it,1
1741757,it,1
1771052,it,1
1785809,it,1
1796479,it,1
1806863,it,1
1811450,it,1
1820786,it,1
1828285,it,1
1838808,it,1
1846157,it,1
1852158,it,1
1853621,it,1
1869448,it,1
1870696,it,1
1895127,it,1
1929252,it,1
1942309,it,1
1945915,it,1
1949731,it,1
1954352,it,1
1962677,it,1
1972638,it,1
1975407,it,1
1980055,it,1
1980355,it,1
1980948,it,1
1982429,it,1
1993432,it,1
2015203,it,1
2016062,it,1
2023564,it,1
2027307,it,1
2034920,it,1
2050449,it,1
2060479,it,1
2061422,it,1
2068121,it,1
2109851,it,1
2125654,it,1
2136766,it,1
2136925,it,1
2141663,it,1
2159594,it,1
2166594,it,1
2171239,it,1
2184280,it,1
2193190,it,1
2202131,it,1
2216992,it,1
2250128,it,1
2253759,it,1
2262086,it,1
2268741,it,1
2273240,it,1
2284714,it,1
2290960,it,1
2292253,it,1
2338827,it,1
2340281,it,1
2359531,it,1
2369233,it,1
2373867,it,1
2374518,it,1
2378468,it,1
2380415,it,1
2386217,it,1
2390078,it,1
2390084,it,1
2390112,it,1
2398705,it,1
2398706,it,1
2398712,it,1
2408644,it,1
2421066,it,1
2428909,it,1
2436849,it,1
2441368,it,1
2442983,it,1
2443147,it,1
2444641,it,1
2445653,it,1
2450805,it,1
2454058,it,1
2461484,it,1
2463105,it,1
2492387,it,1
2493076,it,1
2520598,it,1
2546492,it,1
2557147,it,1
2564814,it,1
2575138,it,1
2575966,it,1
2580144,it,1
2584576,it,1
2622083,it,1
2625425,it,1
2659195,it,1
2662107,it,1
2685508,it,1
2691033,it,1
2698193,it,1
2698909,it,1
2725901,it,1
2751046,it,1
2751459,it,1
2766542,it,1
2769640,it,1
2814156,it,1
2836263,it,1
2914493,it,1
2917580,it,1
2920517,it,1
2929201,it,1
2929690,it,1
2946492,it,1
2972187,it,1
2976189,it,1
3006383,it,1
3018274,it,1
3025292,it,1
3036519,it,1
3057027,it,1
3080748,it,1
3108957,it,1
3121283,it,1
3125301,it,1
3131612,it,1
3158675,it,1
3198199,it,1
3274347,it,1
3281714,it,1
3292590,it,1
3305311,it,1
3363233,it,1
3400786,it,1
3423396,it,1
3426301,it,1
3467679,it,1
3539874,it,1
3560938,it,1
3573372,it,1
3585235,it,1
3686261,it,1
3756713,it,1
3760166,it,1
3771061,it,1
3774479,it,1
3787897,it,1
3831064,it,1
3854963,it,1
3916179,it,1
3968804,it,1
3987542,it,1
4073192,it,1
4122690,it,1
4131974,it,1
4153220,it,1
4236393,it,1
4236605,it,1
4244603,it,1
4245325,it,1
4277257,it,1
4306993,it,1
4387906,it,1
4428558,it,1
4434435,it,1
4449391,it,1
4461399,it,1
4473406,it,1
4477397,it,1
4480550,it,1
4500251,it,1
4513734,it,1
4540313,it,1
4582199,it,1
4596646,it,1
4617164,it,1
4621214,it,1
4653960,it,1
4685695,it,1
4715583,it,1
4719144,it,1
4761179,it,1
4763469,it,1
4768464,it,1
4768936,it,1
4782522,it,1
4801186,it,1
4801475,it,1
4817137,it,1
4867305,it,1
4867366,it,1
4929323,it,1
4942096,it,1
4975276,it,1
4996371,it,1
5030285,it,1
5036533,it,1
5036976,it,1
5041592,it,1
5093917,it,1
5118024,it,1
5125334,it,1
5182618,it,1
5244108,it,1
5258251,it,1
5343706,it,1
5371886,it,1
5379579,it,1
5407193,it,1
5418866,it,1
5439769,it,1
5561488,it,1
5562356,it,1
5567432,it,1
5589271,it,1
5610788,it,1
5618025,it,1
